序号,标题/微博内容,情感分析1,情感分析2,原文/评论链接,来源网站,日期,媒体类型,原文作者,信息属性,摘要,信源地域,精准地域,信源级别,行业标签,相似文章数,原创/转发,账号类型,涉及词,评论作者,转发数,评论数,点赞数,粉丝数,阅读数,主页链接,收藏数,
1682,前几天在海底捞吃饭，服务生现在边上把我的教育背景工作未来发展来hk动机问了个清楚，问完还要吐槽大陆方仓没有单间，香港防控再不力也有单人间可以住……末了还要来一句“不管怎样还是hk好，能来这边真是太好了”……等着我接话认同她的想法……我认同nm……hk第五波疫情最高峰日增近6w确诊，死了9000多人，方仓建的速度赶不上确诊的速度，尸体堆的没有地方火化，核酸到处爆满，很多时候核酸还没出结果人都自愈了�政府根本没提出什么有用举措，全民检测更是一拖再拖，等都得的差不多了随便水了个抗原快检，完完全全是群体免疫了高峰才下来了�方仓有单间有啥用，还不是隔离在家里把一家老小传个遍然后等自愈�自己防疫一塌糊涂还要找地方秀优越，我不懂但我知道你的privilege 已经尽数体现了�今天lab 的打扫阿姨看新闻又“真是受不了上海”……瞬间想到周六海底捞那位服务生，我也骂上海防疫，可是听她们骂我总觉得有点不舒服，像是掺杂了一些类似“幸好我来了hk，我的选择果然没错，大陆果然不行”的暗示。可能这就是人上人吧，大陆输送好处要骂，大陆给的少了慢了更要骂，大陆出了点啥问题就放大了更使劲骂，越骂越觉得自己太明智太厉害了�我说hk人还可以理解，大陆人也这样真就纯纯白眼狼二鬼子了�,愤怒,愤怒,无,http://weibo.com/1651439493/LslQduPcM,新浪微博,2022/5/10 13:37,微博-微博个人号,Mia_aaa_,敏感,前几天在海底捞吃饭，服务生现在边上把我的教育背景工作未来发展来hk动机问了个清楚，问完还要吐槽大陆方仓没有单间，香港防控再不力也有单人间可以住……末了还要来一句“不管怎样还是hk好，能来这边真是太好了”……等着我接话认同她的想法……我认同nm……hk第五波疫情最高峰日增近6w确诊，死了9000多人，,香港,"香港特别行政区,上海市",未定义,其他,1,原创,普通,,无,0,0,0,104,0,无,0
3978,#上海疫情#3月1日的那例是咋被感染的…… ​​,惊讶,惊讶,无,http://weibo.com/5905667567/LhTanDQ30,新浪微博,2022/3/2 18:14,微博-微博个人号,佳佳要天天天天天天开心呀a,敏感,#上海疫情#3月1日的那例是咋被感染的…… ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,31,0,无,0
4942,#上海疫情# 讲讲近况Part 16.1上海解封，6.11基本上又是全市核酸（部分区域没有），又用回了随申办app的核酸码，不用扫场所码，今天系统没崩，有三路医护人员，速度很快，不过估计全小区还是有人没去做的，就是不知道多少人了。按照告居民书的要求，检测完后，人就能自由流动了，今天晚上路边有很多烧烤摊，生意火爆。而另一边，小区某栋楼封了，因为一周前有人去过苏宁易购买东西，成了次密接，无语。两件事可以看出，现在的指令行为依旧没有在切断潜在传播链，检测结果没出来，就放人出去，等于测了个寂寞，检测速度跟不上传播速度。后者都一周了，疾控中心才打电话通知封楼，按照3天一轮的传播，一个人传10个人的速度，防护没做到位的，早就100倍传播出去了。看样子连动态清零都做不到了。上海这样封封开开，估计还有2个月好折腾了。Part 2就个人而言，6.1解封后，就马不停蹄跑医院去了，一个是蛀牙，一个是肚子隐隐作痛将近4个月（真的后悔2月底怕冷没去看病，不过当时的身体条件做胃肠镜估计是必须要全麻的，而且本来就很虚，吃不太消）。蛀牙问题最后检查出来是牙隐裂，难怪一咬东西就这么痛，周四医生补好了，跟我说以后都不能吃硬的东西，但我本来就没吃，估计是精神压力大经常无意识咬牙+牙齿本来就脆导致的。上个月去了医院，搞了套检查装备，但是没有使用，就是天天冲牙器冲，换边咀嚼，居然还撑下去了。从此养成冲牙的习惯，最好是每顿饭吃完就冲，现在还是比较偷懒，只在睡前冲牙，当做电动牙刷刷不到角落的补充。肚子痛的问题，还没有彻底解决。上周五消化内科开了单子，上周六做的B超，检查出来脂肪肝，胆胰脾双肾都是正常的。本周二做了胃肠镜，医生说痛的地方是乙状结肠，产气是正常现象，可能是痉挛，就是说他也不知道为什么（无语）。反而是胃里有6块息肉倒是出乎意料，医生是熟人，刷刷5分钟，就帮我割了，吃了一天流质饿得要命，又吃了三天半流质，明天开始挑战少量蔬菜。本来想吃干锅牛蛙的，现在就继续推迟计划吧。再吃一周正常的饭菜逐渐适应，然后慢慢加点垃圾食品（比如各种膨化食品），看看肠胃消化如何。另外，医生怀疑我有幽门螺旋杆菌，还在等结果，要下周才能领到报告，如果真的有，我觉得是我妈传给我的，因为她最喜欢用她的筷子给我夹菜，我是真的很嫌弃的。治好这个病就是坚持吃药，现在好像有二联治疗，就方便很多。不过最好是没这个病，我真的不想吃药，很烦的。还有反,悲伤,厌恶,无,http://weibo.com/1569289397/LxhlpsIBf,新浪微博,2022/6/11 23:22,微博-微博个人号,莫文雅恩,敏感,#上海疫情# 讲讲近况Part 16.1上海解封，6.11基本上又是全市核酸（部分区域没有），又用回了随申办app的核酸码，不用扫场所码，今天系统没崩，有三路医护人员，速度很快，不过估计全小区还是有人没去做的，就是不知道多少人了。按照告居民书的要求，检测完后，人就能自由流动了，今天晚上路边有很多烧烤,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,537,0,无,0
1862,上海这破疫情，快3个月，把我车电瓶的电都给耗没了 ​​,厌恶,愤怒,无,http://weibo.com/5737130905/LwhXdCObQ,新浪微博,2022/6/5 11:05,微博-微博个人号,林林柠檬果,敏感,上海这破疫情，快3个月，把我车电瓶的电都给耗没了 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,11,0,无,0
217,#我爱你#520在上海，疫情继续被封中……第69天…… ​​,悲伤,悲伤,无,http://weibo.com/1823438647/LtVcPs74y,新浪微博,2022/5/20 21:30,微博-微博个人号,likeyourselfhouhou,敏感,#我爱你#520在上海，疫情继续被封中……第69天…… ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,535,0,无,0
4873,#南昌疫情进入扫尾攻坚阶段#凡事往利益上想，很多事情就说得通了！老百姓的生活生产得不到保障，上面的某些zfjg干部躺在人民身上喝血。不听话的就整你，给你转黄，再不行转红，“老子弄s你”这种话竟然是我们xh区指挥部的人嘴里说出来的。无令封锁，非管控区、封控区，没有一粒阳或疑似、密接的情况下，没有得到任何公文指令的情况下。因银燕物流园公司与xh区防控中心不知道是什么“交涉”没有谈拢�‍♀️ ，整个物流园的正规营业商户都惨遭连坐，把他们像狗一样赶出去，不听话就找人来拖走，在社区做了核酸阴性的全给你转黄。确实，你们想整我们普通人民可真是多的是办法。上海还有让解除隔离的12岁孩子拖着行李走了50公里回家的事。还有老人在家里快病死没人管的事。还有送到医院去医院空空如也，没有得到及时救助死亡的3岁女孩。最绝的是还有大批物资堆放到腐烂都没人送给需要的人。禁止京东进场，那那些被指定的保供公司都是什么背景？梅陇物业玉溪320一条。开出门证给老人看病500且只收现金。Md科技年利润127亿。是我们老百姓不想支持防疫吗？是我们想躺平吗？谁不想健健康康的？但是上面干的是人事吗？把老人强行从家里拖走去方舱，就给一个枕头，一堆老头老太太在铁皮箱子里，吹风漏雨。发物资没人，任由全国支援的物资发烂发臭，发抗原核酸一下就有人了。统计局告诉我们，就算居民在家不上班，经济也是越来越好滴，居民收入也是越来越高滴。那么我们为什么还每天上班那么折腾干嘛，直接焊门兴邦呀～能量守恒定律都听过吧，整体经济稳定不变的情况下，a的减少就意味着b的提升，那么，经济还在变好耶，那么？现在都2022了，这个世界这么魔幻的吗？,愤怒,愤怒,无,http://weibo.com/2448982941/Lpi9UqYfX,新浪微博,2022/4/20 10:44,微博-微博个人号,柴火妞不爱吃豆-,敏感,#南昌疫情进入扫尾攻坚阶段#凡事往利益上想，很多事情就说得通了！老百姓的生活生产得不到保障，上面的某些zfjg干部躺在人民身上喝血。不听话的就整你，给你转黄，再不行转红，“老子弄s你”这种话竟然是我们xh区指挥部的人嘴里说出来的。无令封锁，非管控区、封控区，没有一粒阳或疑似、密接的情况下，没有得到任,江西,"上海市,江西省,南昌市",未定义,其他,1,原创,普通,,无,0,0,0,61,0,无,0
2895,今天股市开盘喽[可爱]美联储加息尘埃落定，美股三大股指深V+暴力拉升说明了一切。预期内一季度报雷拆完了，美联储加息预期内，上海疫情好转，高层银保监会证监会政策呵护。今天坐等收钱� 淄博·沂源服务区 ​​,期待,期待,无,http://weibo.com/6283526806/LrxZLw44h,新浪微博,2022/5/5 6:44,微博-微博个人号,红发新年快乐,非敏感,今天股市开盘喽[可爱]美联储加息尘埃落定，美股三大股指深V+暴力拉升说明了一切。预期内一季度报雷拆完了，美联储加息预期内，上海疫情好转，高层银保监会证监会政策呵护。今天坐等收钱� 淄博·沂源服务区 ​​,山东,上海市,未定义,政务,1,原创,普通,,无,0,0,0,22,0,无,0
4892,求求那些上海返乡的人员了，不是不让回，你提前报备行吗！！！别偷摸的！！！求求了！隔离又咋了，我们没疫情还隔离一个月甚至更长呢！！！#上海疫情# ​​,愤怒,愤怒,无,http://weibo.com/5640228111/Lpi9f65zn,新浪微博,2022/4/20 10:42,微博-微博个人号,来碗螺蛳粉儿不要酸笋吖,敏感,求求那些上海返乡的人员了，不是不让回，你提前报备行吗！！！别偷摸的！！！求求了！隔离又咋了，我们没疫情还隔离一个月甚至更长呢！！！#上海疫情# ​​,河南,上海市,未定义,"政务,公安",2,原创,普通,,无,0,0,0,114,0,无,0
2070,【上海疫情】把发放给市民的那点可怜的几根胡萝卜、小青菜什么的，叫大礼包，合适吗？这么煽情，不觉得可耻吗？ ​​,愤怒,愤怒,无,http://weibo.com/6898545185/Ln57M0VfC,新浪微博,2022/4/5 21:52,微博-微博个人号,老田杂谈,非敏感,【上海疫情】把发放给市民的那点可怜的几根胡萝卜、小青菜什么的，叫大礼包，合适吗？这么煽情，不觉得可耻吗？ ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,647,0,无,0
397,既然上海疫情好转为什么杭州还要48小时核酸你在搞笑吗 ​​,愤怒,愤怒,http://weibo.com/1808420882/LuGiPsc5w,新浪微博,2022/5/25 21:23,微博-微博个人号,芒果榴莲折耳根,敏感,既然上海疫情好转为什么杭州还要48小时核酸你在搞笑吗 ​​,浙江,"上海市,浙江省,杭州市",未定义,其他,2,原创,普通,,无,0,0,0,58,0,无,0,
4735,民本主义政治经济学结合《资本论》有感对新形势下“中国梦”的思考,信任,信任,https://weibo.com/ttarticle/p/show?id=2309404779383520100431,微博头条,2022/6/12 3:54,微博-微博个人号,代涤正,非敏感, 一.问题中的问题：为什么疫情下美联储需要放水维持经济活动？ 疫情前的世界资本体系和贸易体系中： 1.中国作为世界工厂生产绝大多数的中低端商品输送到美国为主的对中进口国以换取纸片，低廉的成本压低了美国本土的通胀 2.美元资本市场的泡沫在实体经济和通过技术开发剩余价值,北京,"北京市,上海市",未定义,文化,1,原创,无,,无,0,0,0,0,0,无,0,
2807,#上海市疫情近几日呈下降趋势#好样的[赞] ​​,期待,期待,http://weibo.com/5224433984/LpjQRa57w,新浪微博,2022/4/20 15:03,微博-微博个人号,Yangm96,非敏感,#上海市疫情近几日呈下降趋势#好样的[赞] ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,96,0,无,0,
4009,我太想吃烤肉了[泪]什么时候上海疫情过去啊 ​​,悲伤,悲伤,http://weibo.com/6549761747/Lru5BwNx1,新浪微博,2022/5/4 20:47,微博-微博橙V号,冲鸭DANLEILE,敏感,我太想吃烤肉了[泪]什么时候上海疫情过去啊 ​​,上海,上海市,中小,其他,1,原创,橙V,,无,0,0,0,54,0,无,0,
4776,等哪天我不能在南京西路的马路上骑车了那上海才是真的恢复到正常状态了。#上海疫情# ​​,期待,期待,http://weibo.com/7756539343/LxijNkHED,新浪微博,2022/6/12 1:51,微博-微博个人号,西北曼妥思,敏感,等哪天我不能在南京西路的马路上骑车了那上海才是真的恢复到正常状态了。#上海疫情# ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,8,0,无,0,
